,combined_fips,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,per_point_diff_2016,state_abbr,county_name,FIPS,total_votes_2012,votes_dem_2012,votes_gop_2012,county_fips,state_fips,per_dem_2012,per_gop_2012,diff_2012,per_point_diff_2012
40,1023,3109,4102,7268,0.4277655476,0.5643918547,993,-0.1366263071,AL,Choctaw County,1023,7965,3785,4150,23,1,0.4752040176,0.5210295041,365,-0.0458254865
41,1025,5712,7109,12936,0.4415584416,0.5495516388,1397,-0.1079931973,AL,Clarke County,1025,13827,6317,7463,25,1,0.4568597671,0.5397410863,1146,-0.08288131916
42,1027,1234,5230,6572,0.1877662812,0.7958003652,3996,-0.608034084,AL,Clay County,1027,6640,1770,4802,27,1,0.2665662651,0.7231927711,3032,-0.456626506
43,1029,684,5738,6532,0.104715248,0.8784445805,5054,-0.7737293325,AL,Cleburne County,1029,6302,971,5269,29,1,0.1540780705,0.8360837829,4298,-0.6820057125
44,1031,4194,15825,20513,0.204455711,0.7714619997,11631,-0.5670062887,AL,Coffee County,1031,19715,4899,14638,31,1,0.2484909967,0.7424803449,9739,-0.4939893482
45,1033,7296,16718,24626,0.2962722326,0.6788759847,9422,-0.3826037521,AL,Colbert County,1033,23374,9160,13931,33,1,0.391888423,0.5960041071,4771,-0.2041156841
46,1035,3069,3413,6543,0.4690508941,0.5216261654,344,-0.05257527128,AL,Conecuh County,1035,7013,3551,3434,35,1,0.5063453586,0.4896620562,117,0.01668330244
47,1037,1780,3376,5223,0.3408003063,0.646371817,1596,-0.3055715106,AL,Coosa County,1037,5243,2188,3028,37,1,0.4173183292,0.5775319474,840,-0.1602136182
48,1039,2379,13222,15818,0.1503982804,0.8358831711,10843,-0.6854848906,AL,Covington County,1039,15415,3155,12148,39,1,0.2046707752,0.7880635744,8993,-0.5833927992
49,1041,1663,4511,6252,0.2659948816,0.7215291107,2848,-0.455534229,AL,Crenshaw County,1041,6411,2048,4326,41,1,0.3194509437,0.6747777258,2278,-0.3553267821
50,1043,3730,32734,37278,0.100059016,0.8781050486,29004,-0.7780460325,AL,Cullman County,1043,33178,4855,27930,43,1,0.1463319067,0.8418228947,23075,-0.695490988
51,1045,4408,13798,18617,0.236772842,0.7411505613,9390,-0.5043777193,AL,Dale County,1045,18551,5283,13105,45,1,0.2847824915,0.7064309202,7822,-0.4216484287
52,1047,12826,5784,18730,0.6847837694,0.3088093967,7042,0.3759743727,AL,Dallas County,1047,20936,14599,6284,47,1,0.6973156286,0.3001528468,8315,0.3971627818
53,1049,3682,21779,26086,0.1411485088,0.8348922794,18097,-0.6937437706,AL,DeKalb County,1049,23842,5235,18316,49,1,0.2195705058,0.7682241423,13081,-0.5486536364
54,1051,8436,27619,36905,0.2285869123,0.7483809782,19183,-0.5197940658,AL,Elmore County,1051,35440,8940,26223,51,1,0.2522573363,0.7399266366,17283,-0.4876693002
55,1053,4698,10282,15213,0.3088148294,0.6758693223,5584,-0.3670544929,AL,Escambia County,1053,14832,5476,9263,53,1,0.369201726,0.6245280475,3787,-0.2553263215
56,1055,10350,32132,43474,0.2380733312,0.7391084326,21782,-0.5010351014,AL,Etowah County,1055,42490,12792,29102,55,1,0.3010590727,0.6849140974,16310,-0.3838550247
57,1057,1358,6705,8196,0.1656905808,0.8180819912,5347,-0.6523914104,AL,Fayette County,1057,7912,1803,6034,57,1,0.2278816987,0.7626390293,4231,-0.5347573306
58,1059,2197,9466,11955,0.1837724801,0.7918025931,7269,-0.6080301129,AL,Franklin County,1059,10859,3171,7567,59,1,0.2920158394,0.6968413298,4396,-0.4048254904
59,1061,1522,9967,11659,0.1305429282,0.8548760614,8445,-0.7243331332,AL,Geneva County,1061,11318,2039,9173,61,1,0.1801555045,0.8104788832,7134,-0.6303233787
60,1063,4006,838,4862,0.8239407651,0.1723570547,3168,0.6515837104,AL,Greene County,1063,5328,4514,799,63,1,0.8472222222,0.1499624625,3715,0.6972597598
61,1065,4772,3172,8010,0.5957553059,0.3960049938,1600,0.1997503121,AL,Hale County,1065,8628,5401,3205,65,1,0.6259851646,0.3714649977,2196,0.2545201669
62,1067,2286,5623,8017,0.2851440689,0.7013845578,3337,-0.416240489,AL,Henry County,1067,8700,3046,5605,67,1,0.3501149425,0.6442528736,2559,-0.294137931
63,1069,10547,30567,42030,0.2509398049,0.7272662384,20020,-0.4763264335,AL,Houston County,1069,41843,12348,29214,69,1,0.2951031236,0.6981812968,16866,-0.4030781732
64,1071,3663,16643,20785,0.1762328602,0.8007216743,12980,-0.624488814,AL,Jackson County,1071,20555,5817,14422,71,1,0.2829968378,0.7016297738,8605,-0.418632936
65,1073,151581,130614,290111,0.5224931147,0.4502207776,20967,0.07227233714,AL,Jefferson County,1073,303424,159658,141413,73,1,0.5261877768,0.4660573982,18245,0.06013037861
66,1075,1035,5819,6931,0.1493291011,0.8395613909,4784,-0.6902322897,AL,Lamar County,1075,7159,1643,5453,75,1,0.229501327,0.7616985613,3810,-0.5321972343
67,1077,9877,27735,38813,0.2544765929,0.7145801664,17858,-0.4601035735,AL,Lauderdale County,1077,36908,12504,23902,77,1,0.3387883386,0.6476102742,11398,-0.3088219356
68,1079,3611,10732,14623,0.2469397524,0.7339123299,7121,-0.4869725774,AL,Lawrence County,1079,14079,5055,8855,79,1,0.3590453867,0.6289509198,3800,-0.2699055331
69,1081,20987,34321,57668,0.3639280017,0.5951480891,13334,-0.2312200874,AL,Lee County,1081,54115,21274,32062,81,1,0.3931257507,0.59247898,10788,-0.1993532292
70,1083,9340,28824,39400,0.2370558376,0.7315736041,19484,-0.4945177665,AL,Limestone County,1083,35406,9809,25263,83,1,0.277043439,0.7135231317,15454,-0.4364796927
71,1085,4882,1751,6676,0.7312762133,0.2622828041,3131,0.4689934092,AL,Lowndes County,1085,7519,5747,1754,85,1,0.7643303631,0.2332757016,3993,0.5310546615
72,1087,7237,1394,8748,0.8272748057,0.1593507087,5843,0.6679240969,AL,Macon County,1087,10385,9045,1322,87,1,0.8709677419,0.1272989889,7723,0.743668753
73,1089,62435,89199,159473,0.3915082804,0.5593360632,26764,-0.1678277828,AL,Madison County,1089,154632,61802,90679,89,1,0.3996714781,0.5864180765,28877,-0.1867465984
74,1091,5607,5224,10948,0.5121483376,0.477164779,383,0.03498355864,AL,Marengo County,1091,11509,6154,5321,91,1,0.5347119645,0.4623338257,833,0.07237813885
75,1093,1432,11273,12912,0.1109045849,0.8730638166,9841,-0.7621592317,AL,Marion County,1093,12104,2249,9696,93,1,0.185806345,0.8010575017,7447,-0.6152511566
76,1095,4913,29217,34965,0.1405119405,0.8356070356,24304,-0.6950950951,AL,Marshall County,1095,32455,6271,25785,95,1,0.1932213835,0.7944846711,19514,-0.6012632876
77,1097,68429,91087,163387,0.4188154504,0.5574923342,22658,-0.1386768837,AL,Mobile County,1097,174189,78417,94566,97,1,0.4501834215,0.5428930644,16149,-0.09270964297
78,1099,4310,5771,10185,0.4231713304,0.5666175749,1461,-0.1434462445,AL,Monroe County,1099,10680,4897,5730,99,1,0.4585205993,0.5365168539,833,-0.07799625468
79,1101,58669,33928,94572,0.6203633211,0.3587531193,24741,0.2616102018,AL,Montgomery County,1101,101781,62993,38283,101,1,0.6189072617,0.376131105,24710,0.2427761567
80,1103,11216,37392,49991,0.2243603849,0.7479746354,26176,-0.5236142506,AL,Morgan County,1103,49198,13401,35309,103,1,0.2723891215,0.7176917761,21908,-0.4453026546
81,1105,3823,1403,5255,0.7274976213,0.2669838249,2420,0.4605137964,AL,Perry County,1105,6065,4536,1504,105,1,0.7478977741,0.2479802143,3032,0.4999175598
82,1107,3972,5454,9494,0.4183694965,0.5744680851,1482,-0.1560985886,AL,Pickens County,1107,9599,4448,5119,107,1,0.4633816023,0.5332847172,671,-0.06990311491
83,1109,5039,7681,13025,0.3868714012,0.5897120921,2642,-0.202840691,AL,Pike County,1109,14057,6009,7939,109,1,0.4274738564,0.5647719997,1930,-0.1372981433
84,1111,2290,7697,10130,0.2260612043,0.75982231,5407,-0.5337611056,AL,Randolph County,1111,10391,3076,7219,111,1,0.2960254066,0.6947358291,4143,-0.3987104225
85,1113,9577,9210,19136,0.5004703177,0.481291806,367,0.01917851171,AL,Russell County,1113,18871,10495,8276,113,1,0.5561443485,0.4385565153,2219,0.1175878332
86,1117,22927,72846,99208,0.2311003145,0.7342754617,49919,-0.5031751472,AL,Shelby County,1117,92204,19944,71243,117,1,0.2163029803,0.7726671294,51299,-0.5563641491
87,1115,5550,31579,37937,0.1462951736,0.8324063579,26029,-0.6861111843,AL,St. Clair County,1115,35105,5790,29001,115,1,0.1649337701,0.8261216351,23211,-0.661187865
88,1119,4739,1581,6391,0.7415115005,0.2473791269,3158,0.4941323737,AL,Sumter County,1119,7025,5420,1585,119,1,0.7715302491,0.2256227758,3835,0.5459074733
89,1121,12108,20596,33218,0.3645011741,0.6200252875,8488,-0.2555241134,AL,Talladega County,1121,33317,13878,19217,121,1,0.4165441066,0.5767926284,5339,-0.1602485218
90,1123,5271,12967,18504,0.2848573281,0.7007674016,7696,-0.4159100735,AL,Tallapoosa County,1123,18668,6252,12303,123,1,0.3349046497,0.6590422113,6051,-0.3241375616
91,1125,31746,47701,81708,0.3885298869,0.5837984041,15955,-0.1952685172,AL,Tuscaloosa County,1125,78495,32003,45703,125,1,0.4077074973,0.5822409071,13700,-0.1745334098
92,1127,4486,24208,29243,0.1534042335,0.8278220429,19722,-0.6744178094,AL,Walker County,1127,28497,6551,21633,127,1,0.2298838474,0.7591325403,15082,-0.5292486928
93,1129,2366,6031,8492,0.2786151672,0.7101978333,3665,-0.431582666,AL,Washington County,1129,8761,2971,5749,129,1,0.3391165392,0.6562036297,2778,-0.3170870905
94,1131,4329,1737,6095,0.7102543068,0.2849876948,2592,0.425266612,AL,Wilcox County,1131,6547,4867,1676,131,1,0.7433939209,0.2559951123,3191,0.4873988086
95,1133,871,9225,10255,0.08493417845,0.8995611897,8354,-0.8146270112,AL,Winston County,1133,9712,1286,8310,133,1,0.1324135091,0.8556425041,7024,-0.7232289951
96,5001,1939,3825,6167,0.314415437,0.620236744,1886,-0.305821307,AR,Arkansas County,5001,6488,2454,3892,1,5,0.3782367448,0.5998766954,1438,-0.2216399507
97,5003,2408,5338,8027,0.299987542,0.6650056061,2930,-0.365018064,AR,Ashley County,5003,7915,2855,4866,3,5,0.3607075174,0.6147820594,2011,-0.254074542
98,5005,4163,14655,19572,0.2127018189,0.7487737584,10492,-0.5360719395,AR,Baxter County,5005,19339,5172,13688,5,5,0.2674388541,0.7077925436,8516,-0.4403536894
99,5007,27894,60751,94262,0.2959198829,0.6444908871,32857,-0.3485710042,AR,Benton County,5007,77525,22144,53477,7,5,0.2856368913,0.6898032893,31333,-0.4041663979
100,5009,2925,12225,15912,0.1838235294,0.7682880845,9300,-0.5844645551,AR,Boone County,5009,15363,3762,11143,9,5,0.244874048,0.7253140663,7381,-0.4804400182
101,5011,1317,2163,3617,0.3641139066,0.5980094001,846,-0.2338954935,AR,Bradley County,5011,3634,1447,2118,11,5,0.3981838195,0.5828288387,671,-0.1846450193
102,5013,636,1554,2250,0.2826666667,0.6906666667,918,-0.408,AR,Calhoun County,5013,2174,660,1458,13,5,0.3035878565,0.6706531739,798,-0.3670653174
103,5015,3334,6773,10656,0.3128753754,0.6356043544,3439,-0.322728979,AR,Carroll County,5015,10172,3691,6121,15,5,0.3628588282,0.6017499017,2430,-0.2388910735
104,5017,2350,1716,4149,0.5664015425,0.413593637,634,0.1528079055,AR,Chicot County,5017,4361,2649,1670,17,5,0.6074294886,0.3829396927,979,0.2244897959
105,5019,3606,4398,8365,0.4310818888,0.525762104,792,-0.09468021518,AR,Clark County,5019,8406,3808,4343,19,5,0.4530097549,0.5166547704,535,-0.06364501547
106,5021,1999,3779,5978,0.3343927735,0.6321512211,1780,-0.2977584476,AR,Clay County,5021,5110,1738,3225,21,5,0.3401174168,0.6311154599,1487,-0.2909980431
107,5023,2101,9454,11968,0.1755514706,0.7899398396,7353,-0.614388369,AR,Cleburne County,5023,11643,2618,8691,23,5,0.2248561367,0.7464570987,6073,-0.521600962
108,5025,723,2460,3299,0.2191573204,0.7456805092,1737,-0.5265231888,AR,Cleveland County,5025,3266,845,2313,25,5,0.2587262707,0.7082057563,1468,-0.4494794856
109,5027,3140,5456,8837,0.355324205,0.6174040964,2316,-0.2620798914,AR,Columbia County,5027,9455,3557,5790,27,5,0.3762030672,0.6123744051,2233,-0.2361713379
110,5029,2655,4844,7837,0.3387775935,0.6180936583,2189,-0.2793160648,AR,Conway County,5029,7724,3003,4511,29,5,0.3887881926,0.5840238219,1508,-0.1952356292
111,5031,10474,22798,34968,0.2995309998,0.6519675132,12324,-0.3524365134,AR,Craighead County,5031,31207,10351,20044,31,5,0.3316884032,0.6422917935,9693,-0.3106033903
112,5033,4476,16655,22155,0.2020311442,0.7517490408,12179,-0.5497178966,AR,Crawford County,5033,20562,4872,15125,33,5,0.2369419317,0.7355801965,10253,-0.4986382648
113,5035,8368,6953,15798,0.5296873022,0.4401190024,1415,0.08956829978,AR,Crittenden County,5035,15513,9092,6192,35,5,0.5860890866,0.3991491008,2900,0.1869399858
114,5037,1995,4577,6831,0.2920509442,0.67003367,2582,-0.3779827258,AR,Cross County,5037,6680,2279,4268,37,5,0.3411676647,0.6389221557,1989,-0.297754491
115,5039,1165,1507,2741,0.4250273623,0.5497993433,342,-0.124771981,AR,Dallas County,5039,3083,1337,1664,39,5,0.4336685047,0.5397340253,327,-0.1060655206
116,5041,2227,1915,4226,0.5269758637,0.4531471841,312,0.0738286796,AR,Desha County,5041,4240,2353,1807,41,5,0.5549528302,0.4261792453,546,0.1287735849
117,5043,2364,3967,6552,0.3608058608,0.6054639805,1603,-0.2446581197,AR,Drew County,5043,6626,2627,3883,43,5,0.3964684576,0.586024751,1256,-0.1895562934
118,5045,14525,29170,46364,0.3132818566,0.6291519282,14645,-0.3158700716,AR,Faulkner County,5045,41322,13559,26653,45,5,0.3281302938,0.6450075021,13094,-0.3168772083
119,5047,1376,5034,6698,0.205434458,0.7515676321,3658,-0.5461331741,AR,Franklin County,5047,6539,1725,4631,47,5,0.2638018046,0.7082122649,2906,-0.4444104603
120,5049,1067,3470,4744,0.224915683,0.731450253,2403,-0.50653457,AR,Fulton County,5049,4522,1452,2949,49,5,0.3210968598,0.6521450686,1497,-0.3310482088
121,5051,12283,26053,40337,0.3045095074,0.6458834321,13770,-0.3413739247,AR,Garland County,5051,39241,13317,25031,51,5,0.3393644403,0.6378787493,11714,-0.298514309
122,5053,1407,5160,6855,0.2052516411,0.7527352298,3753,-0.5474835886,AR,Grant County,5053,6478,1467,4829,53,5,0.2264587836,0.7454461253,3362,-0.5189873418
123,5055,3056,10698,14422,0.2118984884,0.7417833865,7642,-0.5298848981,AR,Greene County,5055,13754,3998,9066,55,5,0.2906790752,0.6591537007,5068,-0.3684746256
124,5057,2371,4391,6984,0.3394902635,0.628722795,2020,-0.2892325315,AR,Hempstead County,5057,6919,2466,4284,57,5,0.3564098858,0.6191646192,1818,-0.2627547333
125,5059,3137,8153,11815,0.265509945,0.6900550148,5016,-0.4245450698,AR,Hot Spring County,5059,11239,3824,7087,59,5,0.3402437939,0.630572115,3263,-0.290328321
126,5061,1350,3155,4634,0.2913249892,0.6808372896,1805,-0.3895123004,AR,Howard County,5061,4419,1460,2862,61,5,0.3303914913,0.6476578411,1402,-0.3172663499
127,5063,2878,9925,13443,0.214089117,0.7383024622,7047,-0.5242133452,AR,Independence County,5063,12390,3279,8724,63,5,0.2646489104,0.7041162228,5445,-0.4394673123
128,5065,1111,4042,5396,0.2058932543,0.7490733877,2931,-0.5431801334,AR,Izard County,5065,5313,1563,3571,65,5,0.2941840768,0.6721249765,2008,-0.3779408997
129,5067,1583,3262,5093,0.3108187709,0.6404869429,1679,-0.329668172,AR,Jackson County,5067,5338,2093,3065,67,5,0.3920944174,0.574185088,972,-0.1820906707
130,5069,15721,9231,25683,0.6121169645,0.3594206284,6490,0.2526963361,AR,Jefferson County,5069,27364,17456,9515,69,5,0.637918433,0.3477196316,7941,0.2901988013
131,5071,2421,6072,8997,0.2690896966,0.6748916305,3651,-0.405801934,AR,Johnson County,5071,8064,2785,5045,71,5,0.3453621032,0.6256200397,2260,-0.2802579365
132,5073,1028,1750,2835,0.3626102293,0.6172839506,722,-0.2546737213,AR,Lafayette County,5073,2928,1173,1712,73,5,0.4006147541,0.5846994536,539,-0.1840846995
133,5075,1263,4064,5629,0.2243737786,0.7219754841,2801,-0.4976017055,AR,Lawrence County,5075,5537,1786,3535,75,5,0.3225573415,0.6384323641,1749,-0.3158750226
134,5077,1735,1229,3004,0.577563249,0.4091211718,506,0.1684420772,AR,Lee County,5077,3424,2107,1280,77,5,0.6153621495,0.3738317757,827,0.2415303738
135,5079,1252,2455,3814,0.3282642895,0.6436811746,1203,-0.3154168852,AR,Lincoln County,5079,3725,1424,2199,79,5,0.3822818792,0.5903355705,775,-0.2080536913
136,5081,1397,3604,5192,0.2690677966,0.6941448382,2207,-0.4250770416,AR,Little River County,5081,5051,1552,3385,81,5,0.3072658879,0.6701643239,1833,-0.362898436
137,5083,1712,5737,7839,0.2183952035,0.7318535527,4025,-0.5134583493,AR,Logan County,5083,7330,2009,5078,83,5,0.2740791269,0.6927694407,3069,-0.4186903138
138,5085,5638,19902,26766,0.2106403646,0.7435552567,14264,-0.532914892,AR,Lonoke County,5085,24083,5612,17863,85,5,0.2330274467,0.7417265291,12251,-0.5086990823
139,5087,1587,4917,6782,0.2340017694,0.7250073725,3330,-0.4910056031,AR,Madison County,5087,6567,2099,4262,87,5,0.3196284453,0.6490025887,2163,-0.3293741434
140,5089,1377,5077,6718,0.2049717178,0.7557308723,3700,-0.5507591545,AR,Marion County,5089,7029,2024,4771,89,5,0.2879499218,0.6787594252,2747,-0.3908095035
141,5091,4273,11293,16015,0.2668123634,0.7051514205,7020,-0.4383390571,AR,Miller County,5091,15329,4518,10622,91,5,0.2947354687,0.6929349599,6104,-0.3981994912
142,5093,5621,6988,12995,0.4325509811,0.5377452866,1367,-0.1051943055,AR,Mississippi County,5093,13349,6445,6599,93,5,0.482807701,0.4943441456,154,-0.01153644468
143,5095,1298,1400,2766,0.4692697035,0.5061460593,102,-0.03687635575,AR,Monroe County,5095,3230,1583,1585,95,5,0.4900928793,0.4907120743,2,-0.0006191950464
144,5097,735,2573,3445,0.2133526851,0.7468795356,1838,-0.5335268505,AR,Montgomery County,5097,3403,920,2368,97,5,0.2703496914,0.6958565971,1448,-0.4255069057
145,5099,1156,2001,3233,0.3575626353,0.6189297866,845,-0.2613671513,AR,Nevada County,5099,3384,1314,1996,99,5,0.3882978723,0.5898345154,682,-0.201536643
146,5101,699,2875,3731,0.1873492361,0.7705708925,2176,-0.5832216564,AR,Newton County,5101,3661,993,2508,101,5,0.2712373668,0.6850587271,1515,-0.4138213603
147,5103,4320,5347,9881,0.4372027123,0.5411395608,1027,-0.1039368485,AR,Ouachita County,5103,10303,4626,5516,103,5,0.4489954382,0.5353780452,890,-0.08638260701
148,5105,1035,2979,4213,0.24566817,0.7070970805,1944,-0.4614289105,AR,Perry County,5105,3937,1187,2580,105,5,0.301498603,0.6553213106,1393,-0.3538227076
149,5107,4292,2443,6894,0.622570351,0.3543661155,1849,0.2682042356,AR,Phillips County,5107,7900,5179,2591,107,5,0.6555696203,0.3279746835,2588,0.3275949367
150,5109,684,3150,3956,0.1729019211,0.7962588473,2466,-0.6233569262,AR,Pike County,5109,3787,850,2847,109,5,0.2244520729,0.7517824135,1997,-0.5273303406
151,5111,1878,3149,5283,0.355479841,0.5960628431,1271,-0.2405830021,AR,Poinsett County,5111,7550,2387,4967,111,5,0.3161589404,0.6578807947,2580,-0.3417218543
152,5113,1210,6606,8121,0.148996429,0.8134466199,5396,-0.6644501909,AR,Polk County,5113,7721,1556,5950,113,5,0.2015282994,0.7706255666,4394,-0.5690972672
153,5115,4818,15694,21545,0.223624971,0.7284288698,10876,-0.5048038988,AR,Pope County,5115,20390,5108,14733,115,5,0.2505149583,0.7225600785,9625,-0.4720451202
154,5117,812,2503,3404,0.2385428907,0.7353113984,1691,-0.4967685076,AR,Prairie County,5117,3134,877,2149,117,5,0.2798340779,0.6857051691,1272,-0.4058710913
155,5119,89377,61182,157728,0.5666527186,0.3878956178,28195,0.1787571008,AR,Pulaski County,5119,159055,87055,68856,119,5,0.5473263965,0.4329068561,18199,0.1144195404
156,5121,1425,4508,6313,0.2257246951,0.7140820529,3083,-0.4883573578,AR,Randolph County,5121,5948,2040,3699,121,5,0.3429724277,0.6218897108,1659,-0.2789172831
157,5125,13247,35852,51971,0.2548921514,0.6898462604,22605,-0.434954109,AR,Saline County,5125,47059,12868,32962,125,5,0.2734439746,0.7004398734,20094,-0.4269958988
158,5127,507,2378,3017,0.1680477295,0.7882001989,1871,-0.6201524693,AR,Scott County,5127,3637,895,2630,127,5,0.2460819357,0.7231234534,1735,-0.4770415177
159,5129,601,2955,3698,0.1625202812,0.7990805841,2354,-0.6365603029,AR,Searcy County,5129,3694,814,2699,129,5,0.2203573362,0.730644288,1885,-0.5102869518
160,5131,12184,28769,43557,0.2797254173,0.6604908511,16585,-0.3807654338,AR,Sebastian County,5131,43340,13083,29158,131,5,0.3018689432,0.6727734195,16075,-0.3709044762
161,5133,1075,3281,4517,0.2379898162,0.7263670578,2206,-0.4883772415,AR,Sevier County,5133,4328,1042,3135,133,5,0.2407578558,0.7243530499,2093,-0.4835951941
162,5135,1472,5405,7190,0.20472879,0.7517385257,3933,-0.5470097357,AR,Sharp County,5135,7282,2092,4920,135,5,0.2872837133,0.6756385608,2828,-0.3883548476
163,5123,4031,3195,7412,0.5438478144,0.4310577442,836,0.1127900702,AR,St. Francis County,5123,8021,4652,3287,123,5,0.5799775589,0.4097992769,1365,0.170178282
164,5137,1189,4081,5527,0.2151257463,0.7383752488,2892,-0.5232495024,AR,Stone County,5137,5351,1356,3773,137,5,0.2534105775,0.7051018501,2417,-0.4516912727
165,5139,5667,10201,16338,0.3468600808,0.6243726282,4534,-0.2775125474,AR,Union County,5139,17160,6182,10696,139,5,0.3602564103,0.6233100233,4514,-0.2630536131
